"title","address","gasPrices/0/currency","gasPrices/0/gasType","gasPrices/0/price","gasPrices/0/priceTag","gasPrices/0/unit","gasPrices/0/updatedAt","gasPrices/1/currency","gasPrices/1/gasType","gasPrices/1/price","gasPrices/1/priceTag","gasPrices/1/unit","gasPrices/1/updatedAt","gasPrices/2/currency","gasPrices/2/gasType","gasPrices/2/price","gasPrices/2/priceTag","gasPrices/2/unit","gasPrices/2/updatedAt","gasPrices/3/currency","gasPrices/3/gasType","gasPrices/3/price","gasPrices/3/priceTag","gasPrices/3/unit","gasPrices/3/updatedAt","website","phone","totalScore","rank","reviewsCount","isAdvertisement","categoryName","searchString","url"
"Mobil","13007 Camino Del Sur, San Diego, CA 92129","USD","Regular","6.3","$6.30","gallon","2023-10-03T12:19:49.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T12:01:37.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-03T12:01:37.000Z","USD","Diesel","6.56","$6.56","gallon","2023-10-03T12:01:37.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-CIRCLEK09485-200310767?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 484-1230","4.1","8","218","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Mobil/@32.9571312,-117.1524216,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf81828f049d3:0x5221c23a910dc328!8m2!3d32.9571312!4d-117.1524216!16s%2Fg%2F1tksnnnp?hl=en&entry=ttu"
"76","12860, 12860 Rancho Peñasquitos Blvd, San Diego, CA 92129","USD","Regular","6.3","$6.30","gallon","2023-10-03T02:56:07.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-01T16:51:19.000Z","USD","Premium","6.66","$6.66","gallon","2023-10-02T14:34:40.000Z","USD","Diesel","6.3","$6.30","gallon","2023-09-29T18:53:38.000Z","https://rocketstores.com/","(619) 361-8318","3.9","4","82","false","Gas station","gas station in 92129","https://www.google.com/maps/place/76/@32.95072,-117.10789,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9bc11764a21:0xe2322d2616938b05!8m2!3d32.95072!4d-117.10789!16s%2Fg%2F1thbwz2y?hl=en&entry=ttu"
"Mobil","12849 Rancho Peñasquitos Blvd, San Diego, CA 92129","USD","Regular","6.24","$6.24","gallon","2023-10-03T12:01:37.000Z","USD","Midgrade","6.44","$6.44","gallon","2023-10-03T12:01:37.000Z","USD","Premium","6.64","$6.64","gallon","2023-10-03T12:01:37.000Z","USD","Diesel","6.34","$6.34","gallon","2023-10-03T12:01:37.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-CIRCLEK9503-200315757?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 484-3654","3.4","3","18","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Mobil/@32.9503331,-117.1066778,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9bea347145d:0x9143a43bb5c9360d!8m2!3d32.9503331!4d-117.1066778!16s%2Fg%2F1tfp2rhj?hl=en&entry=ttu"
"Shell","11815 Carmel Mountain Rd, San Diego, CA 92128","USD","Regular","6.4","$6.40","gallon","2023-10-03T11:50:32.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-02T08:46:42.000Z","USD","Premium","6.66","$6.66","gallon","2023-10-03T11:40:22.000Z",,,,,,,"https://find.shell.com/us/fuel/10008243-11815-carmel-mountain-rd","(858) 451-3320","2.5","17","33","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Shell/@32.9804421,-117.0774888,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbfa0191a14507:0x2b701e3de693055!8m2!3d32.9804421!4d-117.0774888!16s%2Fg%2F1z449vhyy?hl=en&entry=ttu"
"Sunset Gas and Market","4792 Point Loma Ave, San Diego, CA 92107","USD","Regular","6.3","$6.30","gallon","2023-09-30T08:29:51.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-02T17:32:43.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T17:32:43.000Z","USD","Diesel","6.5","$6.50","gallon","2023-10-03T06:42:14.000Z",,"(619) 225-1500","3.5","4","46","false","Grocery store","gas station in 92107","https://www.google.com/maps/place/Sunset+Gas+and+Market/@32.7365649,-117.2544442,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa329319a21f:0x9480633c081f5bbe!8m2!3d32.7365649!4d-117.2544442!16s%2Fg%2F1tdzg9b0?hl=en&entry=ttu"
"Shell","4794 Voltaire St, San Diego, CA 92107","USD","Regular","6.5","$6.50","gallon","2023-10-02T12:34:50.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-01T14:48:37.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-01T14:59:42.000Z",,,,,,,"https://find.shell.com/us/fuel/10008224-4794-voltaire-st","(619) 224-1900","3.3","1","47","false","Gas station","gas station in 92107","https://www.google.com/maps/place/Shell/@32.7498752,-117.2427978,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa47a2b216f5:0x92570d4081b05f0a!8m2!3d32.7498752!4d-117.2427978!16s%2Fg%2F1tdq_090?hl=en&entry=ttu"
"Speedway Express","8787 Lake Murray Blvd, San Diego, CA 92119","USD","Regular","5.8","$5.80","gallon","2023-09-28T12:53:15.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-09-29T06:50:35.000Z","USD","Premium","6.2","$6.20","gallon","2023-09-29T06:50:35.000Z","USD","Diesel","6.5","$6.50","gallon","2023-10-02T14:04:00.000Z","http://speedway.com/","(619) 697-6380","3.7","5","23","false","Gas station","gas station in 92119","https://www.google.com/maps/place/Speedway+Express/@32.8026577,-117.0101884,17z/data=!3m1!4b1!4m6!3m5!1s0x80d957bd48398cb9:0x8f92ba7b9bf38bc6!8m2!3d32.8026577!4d-117.0101884!16s%2Fg%2F11q97strpg?hl=en&entry=ttu"
"Chevron","8815 Lake Murray Blvd, San Diego, CA 92119","USD","Regular","6.1","$6.10","gallon","2023-10-03T11:50:47.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-03T09:51:09.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-03T09:51:09.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-03T09:51:09.000Z","http://www.chevronwithtechron.com/stations/station-finder.aspx","(619) 644-9864","2.2","2","14","false","Gas station","gas station in 92119","https://www.google.com/maps/place/Chevron/@32.803317,-117.009491,17z/data=!3m1!4b1!4m6!3m5!1s0x80d957bd5cb11b2b:0x34003e21289286bd!8m2!3d32.803317!4d-117.009491!16s%2Fg%2F1hhw87cqt?hl=en&entry=ttu"
"Xpress Gas & Mart","8602 Lake Murray Blvd, San Diego, CA 92119","USD","Regular","5.8","$5.80","gallon","2023-10-03T11:58:42.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-10-03T11:58:42.000Z","USD","Premium","6.2","$6.20","gallon","2023-10-03T11:58:42.000Z",,,,,,,,"(619) 461-5721","4.4","1","51","false","Gas station","gas station in 92119","https://www.google.com/maps/place/Xpress+Gas+%26+Mart/@32.8000606,-117.0132446,17z/data=!3m1!4b1!4m6!3m5!1s0x80d957a36b7a21a3:0xb9f63efe41f4265a!8m2!3d32.8000606!4d-117.0132446!16s%2Fg%2F1tdqz_np?hl=en&entry=ttu"
"Chevron","3860 Governor Dr, San Diego, CA 92122","USD","Regular","6.3","$6.30","gallon","2023-10-03T09:28:51.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T08:28:06.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T08:28:06.000Z",,,,,,,"https://rocketstores.com/","(858) 677-0917","4","19","155","false","Gas station","gas station in 92121","https://www.google.com/maps/place/Chevron/@32.8549843,-117.2051423,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc00c390802569:0x619c5930e22fae74!8m2!3d32.8549843!4d-117.2051423!16s%2Fg%2F12hldgvxd?hl=en&entry=ttu"
"Chevron","6795 Mira Mesa Blvd, San Diego, CA 92121","USD","Regular","6.48","$6.48","gallon","2023-10-03T12:29:58.000Z","USD","Midgrade","6.68","$6.68","gallon","2023-10-02T20:14:10.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-03T05:11:34.000Z",,,,,,,"http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 554-0460","3","3","32","false","Gas station","gas station in 92121","https://www.google.com/maps/place/Chevron/@32.9070966,-117.1716659,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf89dbbfb372d:0xd217bb01e71d330b!8m2!3d32.9070966!4d-117.1716659!16s%2Fg%2F1tf3p5tt?hl=en&entry=ttu"
"Sinclair","12033 Scripps Summit Dr, San Diego, CA 92131","USD","Regular","6.2","$6.20","gallon","2023-10-02T06:15:00.000Z","USD","Midgrade","6.2","$6.20","gallon","2023-10-03T12:24:11.000Z","USD","Premium","6.46","$6.46","gallon","2023-10-02T11:49:26.000Z","USD","Diesel","6.34","$6.34","gallon","2023-10-03T09:02:57.000Z","https://stations.sinclairoil.com/ca/san-diego/12033-scripps-summit-dr?utm_source=google&utm_medium=yext","(858) 621-6337","3.5","3","16","false","Gas station","gas station in 92130, 92131","https://www.google.com/maps/place/Sinclair/@32.9376353,-117.10025,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf99fd5e5fa03:0x3cfd9f41fda2c4a3!8m2!3d32.9376353!4d-117.10025!16s%2Fg%2F11qp2j2h7v?hl=en&entry=ttu"
"Mobil","10555 Scripps Poway Pkwy, San Diego, CA 92131","USD","Regular","6.26","$6.26","gallon","2023-10-03T12:15:49.000Z","USD","Midgrade","6.46","$6.46","gallon","2023-10-03T12:01:37.000Z","USD","Premium","6.66","$6.66","gallon","2023-10-03T12:25:53.000Z","USD","Diesel","6.56","$6.56","gallon","2023-10-03T12:03:34.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-CIRCLEK09476-200310758?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 527-0832","4","2","94","false","Gas station","gas station in 92130, 92131","https://www.google.com/maps/place/Mobil/@32.936737,-117.1004123,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf97576db1bed:0x1d7d0ace0f080c08!8m2!3d32.936737!4d-117.1004123!16s%2Fg%2F1td76wbw?hl=en&entry=ttu"
"Shell","12010 Scripps Highlands Dr, San Diego, CA 92131","USD","Regular","6.3","$6.30","gallon","2023-10-03T11:54:37.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-03T12:16:23.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T12:21:12.000Z","USD","Diesel","6.66","$6.66","gallon","2023-10-03T09:12:54.000Z","https://find.shell.com/us/fuel/12597242-12010-scripps-highland-dr","(858) 684-3114","3.5","1","70","false","Gas station","gas station in 92130, 92131","https://www.google.com/maps/place/Shell/@32.9369304,-117.1082396,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf916e2df2ce1:0xae9faeab259feb5c!8m2!3d32.9369304!4d-117.1082396!16s%2Fg%2F1tdw8bvr?hl=en&entry=ttu"
"ARCO","3170 Carmel Valley Rd, San Diego, CA 92130","USD","Regular","6.4","$6.40","gallon","2023-10-03T12:01:27.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-03T06:54:14.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-03T07:00:08.000Z","USD","Diesel","6.91","$6.91","gallon","2023-10-03T08:10:28.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(858) 793-0626","3.9","5","208","false","Gas station","gas station in 92130","https://www.google.com/maps/place/ARCO/@32.9350153,-117.2378847,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc063b70dbc4e3:0xfccf44d999b343a6!8m2!3d32.9350153!4d-117.2378847!16s%2Fg%2F1q6jdkpf2?hl=en&entry=ttu"
"Chevron","12889 El Camino Real, San Diego, CA 92130","USD","Regular","6.6","$6.60","gallon","2023-10-03T10:09:33.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-02T12:08:00.000Z","USD","Premium","6.96","$6.96","gallon","2023-10-03T07:50:30.000Z",,,,,,,"http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 793-8388","3.9","4","66","false","Gas station","gas station in 92130","https://www.google.com/maps/place/Chevron/@32.9518905,-117.2335995,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc089ce98db273:0x93a43265f3a848b5!8m2!3d32.9518905!4d-117.2335995!16s%2Fg%2F1tq6kcbp?hl=en&entry=ttu"
"Shell","3015 Del Mar Heights Rd, San Diego, CA 92130","USD","Regular","6.6","$6.60","gallon","2023-10-03T10:46:37.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-02T11:47:00.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T11:47:00.000Z","USD","Diesel","6.8","$6.80","gallon","2023-10-03T08:57:43.000Z","https://find.shell.com/us/fuel/10006058-3015-del-mar-heights-road","(858) 755-2114","3","3","42","false","Gas station","gas station in 92130","https://www.google.com/maps/place/Shell/@32.950701,-117.241115,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc089f275e09ed:0x1f0004472e5992da!8m2!3d32.950701!4d-117.241115!16s%2Fg%2F1261c_kmp?hl=en&entry=ttu"
"Shell","3060 Carmel Valley Rd, San Diego, CA 92130","USD","Regular","6.6","$6.60","gallon","2023-10-03T12:11:40.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-10-01T16:31:46.000Z","USD","Premium","7","$7.00","gallon","2023-10-03T08:24:12.000Z",,,,,,,"https://find.shell.com/us/fuel/10008241-3060-carmel-valley-road","(858) 755-3825","3.7","2","140","false","Gas station","gas station in 92130","https://www.google.com/maps/place/Shell/@32.9336002,-117.2399549,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc063c58a272f3:0x9f8a400ab4a1bac1!8m2!3d32.9336002!4d-117.2399549!16s%2Fg%2F1tflmqxp?hl=en&entry=ttu"
"Shell","3861 Valley Centre Dr, San Diego, CA 92130","USD","Regular","6.48","$6.48","gallon","2023-10-03T11:56:30.000Z","USD","Midgrade","6.68","$6.68","gallon","2023-10-03T11:56:30.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-03T11:56:30.000Z","USD","Diesel","6.7","$6.70","gallon","2023-10-03T10:07:46.000Z","https://find.shell.com/us/fuel/10004947-3861-valley-centre-dr","(858) 792-9009","2.5","1","71","false","Gas station","gas station in 92130","https://www.google.com/maps/place/Shell/@32.9371616,-117.2309449,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc063016e7005d:0xc428b83846d4bc07!8m2!3d32.9371616!4d-117.2309449!16s%2Fg%2F1tj1mtn1?hl=en&entry=ttu"
"Shell","2919 Alta View Dr, San Diego, CA 92139","USD","Regular","7","$7.00","gallon","2023-09-27T08:36:27.000Z","USD","Midgrade","7.2","$7.20","gallon","2023-09-27T08:36:27.000Z","USD","Premium","7.1","$7.10","gallon","2023-10-02T12:44:06.000Z","USD","Diesel","7.2","$7.20","gallon","2023-10-02T08:52:48.000Z","https://find.shell.com/us/fuel/10089531-2919-alta-view-dr","(619) 267-9784","3.5","1","97","false","Gas station","gas station in 92139","https://www.google.com/maps/place/Shell/@32.676209,-117.039185,17z/data=!3m1!4b1!4m6!3m5!1s0x80d951c943a44243:0x93de0c908e41700!8m2!3d32.676209!4d-117.039185!16s%2Fg%2F1tg4lp3h?hl=en&entry=ttu"
"Chevron","1599 La Media Rd, San Diego, CA 92154","USD","Regular","5.9","$5.90","gallon","2023-10-03T12:00:34.000Z","USD","Midgrade","6.05","$6.05","gallon","2023-10-02T05:40:03.000Z","USD","Premium","6.1","$6.10","gallon","2023-10-02T14:31:53.000Z","USD","Diesel","6.4","$6.40","gallon","2023-10-03T08:23:11.000Z","https://www.chevronwithtechron.com/station/1599-La-Media-San-Diego-CA-92154-id352425","(619) 671-0700","3.6","7","37","false","Gas station","gas station in 92154","https://www.google.com/maps/place/Chevron/@32.5683481,-116.9618453,17z/data=!3m1!4b1!4m6!3m5!1s0x80d94640a744c56f:0xd364b1bc8ea213ae!8m2!3d32.5683481!4d-116.9618453!16s%2Fg%2F1tg81rhh?hl=en&entry=ttu"
"Chevron","604 Dennery Rd, San Diego, CA 92154","USD","Regular","6.5","$6.50","gallon","2023-10-03T11:24:47.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-03T11:59:33.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-01T17:13:02.000Z",,,,,,,"http://www.chevronwithtechron.com/stations/station-finder.aspx","(619) 662-1941","2.5","10","22","false","Gas station","gas station in 92154","https://www.google.com/maps/place/Chevron/@32.583267,-117.032714,17z/data=!3m1!4b1!4m6!3m5!1s0x80d94ed61bbb64b7:0x9ea8d2f13a2b96d8!8m2!3d32.583267!4d-117.032714!16s%2Fg%2F1tj7fbmf?hl=en&entry=ttu"
"Chevron","4360 Palm Ave, San Diego, CA 92154","USD","Regular","6.7","$6.70","gallon","2023-10-03T10:35:49.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-03T04:51:24.000Z","USD","Premium","7","$7.00","gallon","2023-10-03T04:51:24.000Z","USD","Diesel","6.5","$6.50","gallon","2023-10-03T04:51:24.000Z","https://www.chevron.com/","(619) 690-4530","3","8","14","false","Gas station","gas station in 92154","https://www.google.com/maps/place/Chevron/@32.5839597,-117.038976,17z/data=!3m1!4b1!4m6!3m5!1s0x80d94ed0dac75a9d:0x335c1620b605f63b!8m2!3d32.5839597!4d-117.038976!16s%2Fg%2F11bw21sdjp?hl=en&entry=ttu"
"ARCO","1625 Heritage Rd, San Diego, CA 92154","USD","Regular","6.1","$6.10","gallon","2023-10-03T11:27:08.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-03T08:38:08.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-03T05:03:38.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 661-0045","4.1","6","149","false","Gas station","gas station in 92154","https://www.google.com/maps/place/ARCO/@32.5677155,-116.9965175,17z/data=!3m1!4b1!4m6!3m5!1s0x80d948a32f6b8ba3:0x67d959459ffeddd0!8m2!3d32.5677155!4d-116.9965175!16s%2Fg%2F1tp0dz3p?hl=en&entry=ttu"
"Flyers Gas Station Otay Mesa","8289 Otay Mesa Rd, San Diego, CA 92154","USD","Regular","5.8","$5.80","gallon","2023-10-02T10:10:00.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-01T13:55:40.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-01T13:55:40.000Z","USD","Diesel","6.4","$6.40","gallon","2023-10-02T05:36:42.000Z","https://www.flyersenergy.com/","(619) 671-9330","4.3","4","167","false","Gas station","gas station in 92154","https://www.google.com/maps/place/Flyers+Gas+Station+Otay+Mesa/@32.5673528,-116.9658936,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9463eb883fbe5:0xe28e43071cafa56a!8m2!3d32.5673528!4d-116.9658936!16s%2Fg%2F1tlbjvqn?hl=en&entry=ttu"
"Noil USA","1605 Cactus Rd, San Diego, CA 92154","USD","Regular","5.85","$5.85","gallon","2023-10-03T08:04:44.000Z","USD","Midgrade","5.95","$5.95","gallon","2023-10-03T04:55:43.000Z","USD","Premium","6.05","$6.05","gallon","2023-10-03T04:55:43.000Z","USD","Diesel","6.05","$6.05","gallon","2023-10-03T06:43:30.000Z","http://noilusainc.com/","(619) 816-5008","4.3","5","874","false","Gas station","gas station in 92154","https://www.google.com/maps/place/Noil+USA/@32.5676379,-116.9876993,17z/data=!3m1!4b1!4m6!3m5!1s0x80d948a030bb8519:0x7cec77e81eee552a!8m2!3d32.5676379!4d-116.9876993!16s%2Fg%2F11c1thl1jt?hl=en&entry=ttu"
"US Gasoline","2310 Roll Dr, San Diego, CA 92154","USD","Regular","5.9","$5.90","gallon","2023-10-02T14:46:44.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-10-03T02:56:25.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-01T16:47:30.000Z",,,,,,,"http://facebook.com/usgasotay","(619) 661-6098","4.3","3","297","false","Gas station","gas station in 92154","https://www.google.com/maps/place/US+Gasoline/@32.5559227,-116.9377628,17z/data=!3m1!4b1!4m6!3m5!1s0x80d947000abe06ab:0x6efeebfe26d38c39!8m2!3d32.5559227!4d-116.9377628!16s%2Fg%2F1td33b7p?hl=en&entry=ttu"
"76","2535 Otay Center Dr, San Diego, CA 92154","USD","Regular","6.1","$6.10","gallon","2023-10-03T08:18:52.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-03T04:54:43.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T10:40:36.000Z","USD","Diesel","6.3","$6.30","gallon","2023-09-30T16:03:14.000Z","https://www.76.com/station/U76-OTAY-76-0000857913?utm_source=G&utm_medium=local&utm_campaign=google-local","(619) 710-4981","4.3","1","658","false","Gas station","gas station in 92154","https://www.google.com/maps/place/76/@32.5538811,-116.9416394,17z/data=!3m1!4b1!4m6!3m5!1s0x80d947ab00697531:0xb9371639f7a9f75f!8m2!3d32.5538811!4d-116.9416394!16s%2Fg%2F1tls33ms?hl=en&entry=ttu"
"ARCO","495 S Meadowbrook Dr, San Diego, CA 92114","USD","Regular","5.9","$5.90","gallon","2023-10-02T05:30:20.000Z","USD","Midgrade","6.08","$6.08","gallon","2023-10-02T16:44:05.000Z","USD","Premium","6.18","$6.18","gallon","2023-10-02T16:44:05.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 267-1594","4.2","8","384","false","Gas station","gas station in 92114","https://www.google.com/maps/place/ARCO/@32.697967,-117.025756,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9505142b37a59:0x1db1c13f3e5a1183!8m2!3d32.697967!4d-117.025756!16s%2Fg%2F1tj2c8qf?hl=en&entry=ttu"
"Speedway Express","6311 Imperial Ave, San Diego, CA 92114","USD","Regular","6","$6.00","gallon","2023-10-03T07:13:01.000Z","USD","Midgrade","6.2","$6.20","gallon","2023-09-30T15:50:40.000Z","USD","Premium","6.3","$6.30","gallon","2023-09-30T15:50:40.000Z",,,,,,,"https://www.speedway.com/locations/CA/San-Diego/6311-IMPERIAL-AVE","(619) 264-0281","4.3","7","34","false","Gas station","gas station in 92114","https://www.google.com/maps/place/Speedway+Express/@32.7098305,-117.0621461,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9511b59a01a91:0xbbae2a65a9e0d1!8m2!3d32.7098305!4d-117.0621461!16s%2Fg%2F11j35w3p4d?hl=en&entry=ttu"
"Mobil","1025 Euclid Ave, San Diego, CA 92114","USD","Regular","6.2","$6.20","gallon","2023-10-03T12:17:32.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T11:20:09.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T06:30:09.000Z","USD","Diesel","6.5","$6.50","gallon","2023-09-28T18:19:34.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-DSGASANDFOODMART-200328829?utm_source=google&utm_medium=organic&utm_campaign=gmb","(619) 266-2244","4.1","6","15","false","Gas station","gas station in 92114","https://www.google.com/maps/place/Mobil/@32.7164514,-117.0847204,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9538b24c3196d:0xd37b9821a73cb5e1!8m2!3d32.7164514!4d-117.0847204!16s%2Fg%2F11rvjh8cm9?hl=en&entry=ttu"
"76","6839 Imperial Ave, San Diego, CA 92114","USD","Regular","6.15","$6.15","gallon","2023-10-03T11:53:06.000Z","USD","Midgrade","6.35","$6.35","gallon","2023-10-03T11:53:06.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-03T11:53:06.000Z",,,,,,,"https://rocketstores.com/","(619) 264-9679","4","5","135","false","Gas station","gas station in 92114","https://www.google.com/maps/place/76/@32.7114873,-117.0500492,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95112281f33f1:0xccc969196ca4271f!8m2!3d32.7114873!4d-117.0500492!16s%2Fg%2F1td4dvh0?hl=en&entry=ttu"
"ARCO","5109 Imperial Ave, San Diego, CA 92114","USD","Regular","6.1","$6.10","gallon","2023-10-02T14:22:51.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-02T14:22:51.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T14:22:51.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 266-0040","4.1","4","199","false","Gas station","gas station in 92114","https://www.google.com/maps/place/ARCO/@32.7043377,-117.0847322,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953d97a9eb487:0xf2571f99c326a99!8m2!3d32.7043377!4d-117.0847322!16s%2Fg%2F1q6h_z5nr?hl=en&entry=ttu"
